	RUT	N°ALUMNO	SEXO	CURRICULUM	CODIGO PROGRAMA	PROGRAMA	CODIGO PREFERENCIA ESPECIALIDAD	PREFERENCIA ESPECIALIDAD	CODIGO PREFERENCIA MAJOR	PREFERENCIA MAJOR	CODIGO MAJOR SELECCIONADO	MAJOR SELECCIONADO	CODIGO MINOR SELECCIONADO	MINOR SELECCIONADO	TRACK/ÁREA	PLAN DE ESTUDIOS PERSONALIZADO	ESTADO	AÑO INGRESO	VÍA DE INGRESO	TIPO INGRESO ESPECIAL	PROM. PPA	TOTAL CRÉDITOS APROBADOS	TOTAL CRÉDITOS CONVALIDADOS	TOTAL CRÉDITOS APROBADOS+CONVALIDADOS	TOTAL CRÉDITOS REPROBADOS	TOTAL CRÉDITOS INSCRITOS	ESTUDIOS VIGENTES(PARALELO)	ESTUDIOS NO VIGENTES(FINALIZADOS POR ALGÚN MOTIVO)	LICENCIADO	FECHA LIC.	EGRESADO	FECHA EGR.	TITULADO	COLEGIO REGIÓN	COLEGIO TIPO	COLEGIO EGRESO	ESTADO DSRD ACTUAL	TIPO INGRESO	PUESTO
456	522	522	F	C2013	40013	ING CIVIL	 	 	81001	MAJOR EN INGENIERÍA QUÍMICA	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"4,33"	260	0	260	130	420	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	675
457	523	523	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"5,21"	500	0	500	0	540	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	114
458	524	524	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81125	MINOR DE AMPLITUD EN INGENIERÍA DE CONSTRUCCIÓN		NO	REGULAR	2013	ORDINARIA PAA		"4,81"	420	0	420	100	580	ING CIVIL		NO		NO		NO	V	PARTICULAR PAGADO	2012	100	-	626
459	525	525	M	C2013	40013	ING CIVIL	40052	"Ingeniero Civil de Industrias, Diploma en Ingeniería Mecánica"	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		NO	REGULAR	2013	ORDINARIA PAA		"5,42"	455	40	495	0	495	ING CIVIL		NO		NO		NO	VI	PARTICULAR PAGADO	2012	100	-	263
460	526	526	M	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81131	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA DE TRANSPORTE	Área 2: Herramientas de Análisis y Modelación (versión transporte)	NO	REGULAR	2013	ORDINARIA PAA		"4,79"	470	0	470	40	565	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	568
461	527	527	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81117	MINOR DE AMPLITUD EN FUNDAMENTOS PARA LA GESTIÓN MINERA		SI	REGULAR	2013	ORDINARIA PAA		"5,68"	535	0	535	0	590	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	27
462	528	528	M	C2013	40013	ING CIVIL	40032	"Ingeniero Civil, Diploma en Ingeniería Hidráulica"	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81125	MINOR DE AMPLITUD EN INGENIERÍA DE CONSTRUCCIÓN	Track Ingeniería Hidráulica	SI	REGULAR	2013	ORDINARIA PAA		"5,29"	505	0	505	0	555	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	124
463	529	529	F	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81007	MAJOR EN INGENIERÍA MINERA	81143	MINOR DE PROFUNDIDAD EN PROCESOS MINEROS		NO	REGULAR	2013	ORDINARIA PAA		"5,29"	520	0	520	20	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	218
464	530	530	F	C2013	40013	ING CIVIL	 	 	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81124	MINOR DE AMPLITUD EN INGENIERÍA ELÉCTRICA		NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,97"	165	0	165	110	275		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	660
465	531	531	M	C2013	40013	ING CIVIL	40096	"Ingeniero Civil de Industrias, Diploma en Ingeniería de la Construcción"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Área 4: Profundización en Ingeniería de Transporte	NO	REGULAR	2013	ORDINARIA PAA		"4,83"	470	0	470	50	585	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	210
466	532	532	M	C2013	40013	ING CIVIL	40042	"Ingeniero Civil, Diploma en Ingeniería de Transporte"	81018	MAJOR EN INGENIERÍA MATEMÁTICA	81018	MAJOR EN INGENIERÍA MATEMÁTICA	81103	MINOR DE PROFUNDIDAD EN TEORÍA Y APLICACIÓN DE INGENIERÍA MATEMÁTICA	Track 3: Teoría de la Computación	SI	REGULAR	2013	ORDINARIA PAA		"5,44"	510	0	510	10	565	"ING CIVIL, MAG EN CS INGENIERIA"		NO		NO		NO	I	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	88
467	533	533	M	C2013	40013	ING CIVIL	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"5,45"	510	0	510	0	540	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	118
468	534	534	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"4,58"	350	0	350	70	460	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	285
469	535	535	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"4,95"	490	0	490	30	560	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	509
470	536	536	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ORDINARIA PAA		"3,47"	55	0	55	80	135		ING CIVIL()	NO		NO		NO	VI	PARTICULAR PAGADO	2012	334	-	259
471	537	537	M	C2013	40013	ING CIVIL	 	 	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,89"	515	0	515	10	585	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	622
472	539	539	M	C2013	40013	ING CIVIL	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería Hidráulica	NO	REGULAR	2013	ORDINARIA PAA		"5,55"	495	0	495	10	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	174
473	541	541	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81151	MINOR DE PROFUNDIDAD EN OBRAS CIVILES		NO	REGULAR	2013	ORDINARIA PAA		"4,75"	420	0	420	40	510	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	640
474	542	542	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"5,13"	450	0	450	20	520	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	489
475	543	543	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		NO	REGULAR	2013	ORDINARIA PAA		"5,35"	475	15	490	0	525	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	26
476	544	544	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81008	MAJOR EN INGENIERÍA MECÁNICA	81145	MINOR DE PROFUNDIDAD EN MECATRÓNICA		NO	REGULAR	2013	ORDINARIA PAA		"4,57"	345	0	345	110	505	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	350
477	546	546	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81149	MINOR DE PROFUNDIDAD EN ENERGÍA ELÉCTRICA		SI	REGULAR	2013	ORDINARIA PAA		"5,49"	455	40	495	0	520	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	171
478	548	548	M	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Área 1: Externalidades e Impacto Ambiental	SI	REGULAR	2013	ORDINARIA PAA		"5,08"	450	0	450	30	535	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	276
479	549	549	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Área 1: Externalidades e Impacto Ambiental	SI	REGULAR	2013	ORDINARIA PAA		"5,34"	500	0	500	0	530	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	51
480	550	550	M	C2013	40013	ING CIVIL	 	 	 	 	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería Hidráulica	SI	REGULAR	2013	ORDINARIA PAA		"5,29"	495	0	495	0	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	14
481	551	551	M	C2013	40013	ING CIVIL	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"5,38"	450	45	495	0	500	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	80
482	552	552	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"5,66"	500	0	500	0	530	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	17
483	554	554	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"5,05"	415	0	415	30	465	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	222
484	555	555	F	C2013	40013	ING CIVIL	 	 	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81132	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA CIVIL	Track Ingeniería Hidráulica	SI	REGULAR	2013	ORDINARIA PAA		"5,08"	395	0	395	40	495	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	28
485	556	556	M	C2013	40013	ING CIVIL	 	 	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería	SI	REGULAR	2013	ORDINARIA PAA		"5,55"	470	0	470	10	530	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	69
486	557	557	M	C2013	40013	ING CIVIL	 	 	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,91"	425	0	425	10	465	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	310
487	558	558	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería Hidráulica	SI	REGULAR	2013	ORDINARIA PAA		"5,25"	490	0	490	20	560	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	206
488	559	559	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		SI	REGULAR	2013	ORDINARIA PAA		"4,80"	340	0	340	110	495	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	443
489	560	560	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"5,06"	390	40	430	50	500	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	160
490	561	561	F	C2013	40013	ING CIVIL	 	 	81016	MAJOR EN CIENCIAS AMBIENTALES	81016	MAJOR EN CIENCIAS AMBIENTALES	81153	MINOR DE PROFUNDIDAD EN HIDROGEOQUÍMICA		SI	REGULAR	2013	ORDINARIA PAA		"5,51"	475	0	475	10	535	ING CIVIL		NO		NO		NO	IX	PARTICULAR PAGADO	2012	100	-	143
491	562	562	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería Hidráulica	SI	REGULAR	2013	ORDINARIA PAA		"5,01"	455	0	455	50	555	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	481
492	563	563	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,46"	20	0	20	30	50		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	676
493	567	567	M	C2013	40013	ING CIVIL	 	 	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81152	MINOR DE PROFUNDIDAD EN FUNDAMENTOS CIENTÍFICOS Y TECNOLÓGICOS DE LA COMPUTACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"6,34"	505	0	505	0	545	"ING CIVIL, MAG EN CS INGENIERIA"		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	49
494	568	568	M	C2013	40013	ING CIVIL	 	 	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81134	MINOR DE PROFUNDIDAD EN AUTOMATIZACIÓN E INTELIGENCIA COMPUTACIONAL		SI	REGULAR	2013	ORDINARIA PAA		"5,35"	460	0	460	10	520	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	166
495	569	569	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,31"	175	0	175	75	250		ING CIVIL()	NO		NO		NO	VII	PARTICULAR PAGADO	2012	333	-	266
496	570	570	F	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ORDINARIA PAA		"4,75"	30	0	30	60	90		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	334	-	418
497	571	571	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"5,59"	85	0	85	10	95		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	125
498	572	572	M	C2013	40013	ING CIVIL	40093	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Minería"	 	 	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81132	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA CIVIL		SI	REGULAR	2013	ORDINARIA PAA		"4,68"	430	0	430	70	550	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	569
499	573	573	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81108	MINOR DE AMPLITUD EN INVESTIGACIÓN		NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,86"	175	0	175	20	195		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	650
500	574	574	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81124	MINOR DE AMPLITUD EN INGENIERÍA ELÉCTRICA		NO	REGULAR	2013	ORDINARIA PAA		"4,63"	335	0	335	110	475	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	176
501	575	575	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	REGULAR	2013	ORDINARIA PAA		"5,31"	515	0	515	10	565	"ING CIVIL, MAG EN CS INGENIERIA"		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	44
502	576	576	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"5,61"	505	0	505	0	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	243
503	577	577	M	C2013	40013	ING CIVIL	 	 	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81105	MINOR DE PROFUNDIDAD EN BIOMATERIALES		NO	REGULAR	2013	ORDINARIA PAA		"4,93"	375	0	375	40	460	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	85
504	578	578	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Área 4: Profundización en Ingeniería de Transporte	SI	REGULAR	2013	ORDINARIA PAA		"5,55"	515	0	515	10	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	15
505	580	580	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"4,80"	490	0	490	40	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	150
506	583	583	M	C2013	40013	ING CIVIL	 	 	81019	MAJOR EN INGENIERÍA Y ARQUITECTURA	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81125	MINOR DE AMPLITUD EN INGENIERÍA DE CONSTRUCCIÓN	Área 2: Herramientas de Análisis y Modelación (versión transporte)	SI	REGULAR	2013	ORDINARIA PAA		"5,11"	470	0	470	20	550	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	383
507	584	584	M	C2013	40013	ING CIVIL	 	 	81011	MAJOR EN INGENIERÍA GEOTÉCNICA	81005	MAJOR EN GEOCIENCIAS	81122	MINOR DE AMPLITUD EN INGENIERÍA GEOTÉCNICA		NO	REGULAR	2013	ORDINARIA PAA		"5,04"	400	0	400	50	505	ING CIVIL		NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	100	-	547
508	587	587	M	C2013	40013	ING CIVIL	 	 	81017	MAJOR EN INGENIERÍA AMBIENTAL	81017	MAJOR EN INGENIERÍA AMBIENTAL	81104	MINOR DE AMPLITUD EN FUNDAMENTOS DE INGENIERÍA BIOLÓGICA		NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,66"	140	0	140	60	200		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	466
509	588	588	M	C2013	40013	ING CIVIL	40094	"Ingeniero Civil de Industrias, Diploma en Ingeniería Matemática"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	AUSENTE POR NO INSCRITO EN CURSO	2013	ORDINARIA PAA		"5,97"	300	0	300	10	310	ING CIVIL		NO		NO		NO	V	PARTICULAR PAGADO	2012	227	-	6
510	590	590	M	C2013	40013	ING CIVIL	40006	Ingeniero Civil Mecánico	81008	MAJOR EN INGENIERÍA MECÁNICA	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81149	MINOR DE PROFUNDIDAD EN ENERGÍA ELÉCTRICA		SI	REGULAR	2013	ORDINARIA PAA		"5,15"	490	0	490	15	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	495
511	591	591	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81017	MAJOR EN INGENIERÍA AMBIENTAL	81104	MINOR DE AMPLITUD EN FUNDAMENTOS DE INGENIERÍA BIOLÓGICA		SI	REGULAR	2013	ORDINARIA PAA		"4,24"	270	0	270	130	430	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	526
512	593	593	M	C2013	40013	ING CIVIL	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81130	MINOR DE AMPLITUD EN AGUA Y ENERGÍA		NO	REGULAR	2013	ORDINARIA PAA		"4,60"	360	0	360	80	490	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	620
513	594	594	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81112	MINOR DE AMPLITUD EN LOGÍSTICA Y TRANSPORTE DE CARGA		NO	REGULAR	2013	ORDINARIA PAA		"5,24"	495	0	495	10	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	649
514	595	595	M	C2013	40013	ING CIVIL	40082	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Computación"	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería y Diseño	SI	REGULAR	2013	ORDINARIA PAA		"4,83"	455	0	455	60	575	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	417
515	596	596	M	C2013	40013	ING CIVIL	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA	Track Ingeniería	SI	AUSENTE POR NO INSCRITO EN CURSO	2013	ORDINARIA PAA		"5,24"	435	0	435	35	470	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	227	-	251
516	597	597	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA		NO	REGULAR	2013	ORDINARIA PAA		"4,80"	485	0	485	30	570	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	214
517	598	598	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,51"	0	0	0	50	50		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	333	-	286
518	599	599	M	C2013	40013	ING CIVIL	 	 	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81132	MINOR DE PROFUNDIDAD ARTICULACIÓN INGENIERÍA CIVIL		SI	REGULAR	2013	ORDINARIA PAA		"5,91"	495	0	495	10	545	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	5
519	600	600	M	C2013	40013	ING CIVIL	 	 	81002	MAJOR EN SISTEMAS DE TRANSPORTE	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	REGULAR	2013	ORDINARIA PAA		"4,62"	415	0	415	60	535	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	237
520	601	601	M	C2013	40013	ING CIVIL	 	 	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ORDINARIA PAA		"0,00"	255	0	255	80	385		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	334	-	238
